"","Protein","Gene","Description","Fold_Change","p_Value"
"4045","SH319_MOUSE|Q91X43","Sh3d19","SH3 domain-containing protein 19",3.45,0.000254
"4046","SH3BG_MOUSE|Q9WUZ7","Sh3bgr","SH3 domain-binding glutamic acid-rich protein",1.15,0.0571
"4047","SH3G1_MOUSE|Q62419","Sh3gl1","Endophilin-A2",2.44,0.000923
"4048","SH3G2_MOUSE|Q62420","Sh3gl2","Endophilin-A1",2.42,0.000654
"4049","SH3G3_MOUSE|Q62421","Sh3gl3","Endophilin-A3",1.64,0.00321
"4050","SH3K1_MOUSE|Q8R550","Sh3kbp1","SH3 domain-containing kinase-binding protein 1",2.95,0.000544
"4051","SH3L1_MOUSE|Q9JJU8","Sh3bgrl","SH3 domain-binding glutamic acid-rich-like protein",1.08,0.284
"4052","SH3L2_MOUSE|Q8BG73","Sh3bgrl2","SH3 domain-binding glutamic acid-rich-like protein 2",1.37,0.0344
"4053","SH3L3_MOUSE|Q91VW3","Sh3bgrl3","SH3 domain-binding glutamic acid-rich-like protein 3",1.03,0.731
"4054","SH3R1_MOUSE|Q69ZI1","Sh3rf1","E3 ubiquitin-protein ligase SH3RF1",2.42,0.0014
"4055","SHAN1_MOUSE|D3YZU1","Shank1","SH3 and multiple ankyrin repeat domains protein 1",3.02,0.000487
"4056","SHAN2_MOUSE|Q80Z38","Shank2","SH3 and multiple ankyrin repeat domains protein 2",2.81,0.000689
"4057","SHAN3_MOUSE|Q4ACU6","Shank3","SH3 and multiple ankyrin repeat domains protein 3",3.18,0.000294
"4058","SHB_MOUSE|Q6PD21","Shb","SH2 domain-containing adapter protein B",2.48,0.00104
"4059","SHC3_MOUSE|Q61120","Shc3","SHC-transforming protein 3",2.16,0.000394
"4060","SHD_MOUSE|O88834","Shd","SH2 domain-containing adapter protein D",2.93,0.000343
"4061","SHIP2_MOUSE|Q6P549","Inppl1","Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2",1.63,0.00156
"4062","SHLB1_MOUSE|Q9JK48","Sh3glb1","Endophilin-B1",1.46,0.00803
"4063","SHLB2_MOUSE|Q8R3V5","Sh3glb2","Endophilin-B2",1.78,0.00034
"4064","SHOC2_MOUSE|O88520","Shoc2","Leucine-rich repeat protein SHOC-2",1.52,0.0629
"4065","SHOT1_MOUSE|Q8K2Q9","Kiaa1598","Shootin-1",2.18,0.000671
"4066","SHPS1_MOUSE|P97797","Sirpa","Tyrosine-protein phosphatase non-receptor type substrate 1",1.79,0.00344
"4067","SHPS1_MOUSE|P97797-2","Sirpa","Tyrosine-protein phosphatase non-receptor type substrate 1 (isoform 2)",1.61,0.0138
"4068","SHRM2_MOUSE|A2ALU4","Shroom2","Protein Shroom2",2.68,0.00077
"4069","SHSA6_MOUSE|Q3UH99","Shisa6","Protein shisa-6 homolog",2.3,0.00118
"4070","SHSA7_MOUSE|Q8C3Q5","Shisa7","Protein shisa-7",1.66,0.00249
"4071","SHSA9_MOUSE|Q9CZN4","Shisa9","Protein shisa-9",2.66,0.000683
"4072","SHSA9_MOUSE|Q9CZN4-4","Shisa9","Protein shisa-9 (isoform 4)",3.07,0.000139
"4073","SI1L1_MOUSE|Q8C0T5","Sipa1l1","Signal-induced proliferation-associated 1-like protein 1",2.57,0.000736
"4074","SI1L2_MOUSE|Q80TE4","Sipa1l2","Signal-induced proliferation-associated 1-like protein 2",2.88,0.00048
"4075","SI1L3_MOUSE|G3X9J0",NA,NA,2.53,0.00101
"4076","SIA8C_MOUSE|Q64689","St8sia3","Sia-alpha-2,3-Gal-beta-1,4-GlcNAc-R:alpha 2,8-sialyltransferase",1.73,0.00365
"4077","SIAS_MOUSE|Q99J77",NA,NA,2.14,0.000377
"4078","SIK3_MOUSE|Q6P4S6","Sik3","Serine/threonine-protein kinase SIK3",2.24,0.000346
"4079","SIKE1_MOUSE|Q9CPR7","Sike1","Suppressor of IKBKE 1",3.22,0.000382
"4080","SIN1_MOUSE|Q8BKH7","Mapkap1","Target of rapamycin complex 2 subunit MAPKAP1",1.51,0.0459
"4081","SIN3B_MOUSE|Q62141","Sin3b","Paired amphipathic helix protein Sin3b",1.55,0.00186
"4082","SIPA1_MOUSE|P46062","Sipa1","Signal-induced proliferation-associated protein 1",1.29,0.0262
"4083","SIR2_MOUSE|Q8VDQ8","Sirt2","NAD-dependent protein deacetylase sirtuin-2",1.39,0.064
"4084","SIR5_MOUSE|Q8K2C6","Sirt5","NAD-dependent protein deacylase sirtuin-5, mitochondrial",1.49,0.00738
"4085","SK2L2_MOUSE|Q9CZU3","Skiv2l2","Superkiller viralicidic activity 2-like 2",1.47,0.00431
"4086","SKP1_MOUSE|Q9WTX5","Skp1","S-phase kinase-associated protein 1",1.3,0.0722
"4087","SKT_MOUSE|A2AQ25","Skt","Sickle tail protein",2.55,0.00102
"4088","SL9A1_MOUSE|Q61165","Slc9a1","Sodium/hydrogen exchanger 1",2.17,0.000743
"4089","SL9A7_MOUSE|Q8BLV3","Slc9a7","Sodium/hydrogen exchanger 7",1.51,0.00701
"4090","SLIK4_MOUSE|Q810B8","Slitrk4","SLIT and NTRK-like protein 4",2.09,0.00227
"4091","SLIK5_MOUSE|Q810B7","Slitrk5","SLIT and NTRK-like protein 5",2.66,0.000748
"4092","SLK_MOUSE|O54988","Slk","STE20-like serine/threonine-protein kinase",1.74,0.00413
"4093","SLMAP_MOUSE|Q3URD3","Slmap","Sarcolemmal membrane-associated protein",2.02,0.00107
"4094","SLTM_MOUSE|Q8CH25","Sltm","SAFB-like transcription modulator",2.35,0.000532
"4095","SMAD2_MOUSE|Q62432","Smad2","Mothers against decapentaplegic homolog 2",1.32,0.0303
"4096","SMAL1_MOUSE|Q8BJL0","Smarcal1","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1",1.9,0.000699
"4097","SMAP_MOUSE|Q9R0P4","Smap","Small acidic protein",2.07,0.00229
"4098","SMAP1_MOUSE|Q91VZ6","Smap1","Stromal membrane-associated protein 1",2.7,0.000646
"4099","SMAP2_MOUSE|Q7TN29","Smap2","Stromal membrane-associated protein 2",2.18,0.000602
"4100","SMBP2_MOUSE|P40694","Ighmbp2","DNA-binding protein SMUBP-2",2.36,0.0011
"4101","SMC1A_MOUSE|Q9CU62","Smc1a","Structural maintenance of chromosomes protein 1A",1.29,0.0249
"4102","SMC3_MOUSE|Q9CW03","Smc3","Structural maintenance of chromosomes protein 3",1.28,0.0705
"4103","SMCA1_MOUSE|Q6PGB8","Smarca1","Probable global transcription activator SNF2L1",1.15,0.0976
"4104","SMCA2_MOUSE|Q6DIC0","Smarca2","Probable global transcription activator SNF2L2",1.59,0.00167
"4105","SMCA4_MOUSE|Q3TKT4","Smarca4","Transcription activator BRG1",1.48,0.00218
"4106","SMCA5_MOUSE|Q91ZW3","Smarca5","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5",1.25,0.0393
"4107","SMCE1_MOUSE|O54941","Smarce1","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1",2,0.00172
"4108","SMCR8_MOUSE|Q3UMB5","Smcr8","Smith-Magenis syndrome chromosomal region candidate gene 8 protein homolog",2.31,0.000303
"4109","SMD2_MOUSE|P62317","Snrpd2","Small nuclear ribonucleoprotein Sm D2",1.63,0.00952
"4110","SMD3_MOUSE|P62320","Snrpd3","Small nuclear ribonucleoprotein Sm D3",2.07,0.000603
"4111","SMG7_MOUSE|Q5RJH6","Smg7","Protein SMG7",2.57,0.000738
"4112","SMG9_MOUSE|Q9DB90","Smg9","Protein SMG9",1.95,0.000657
"4113","SMHD1_MOUSE|Q6P5D8","Smchd1","Structural maintenance of chromosomes flexible hinge domain-containing protein 1",2.57,0.00103
"4114","SMRC1_MOUSE|P97496","Smarcc1","SWI/SNF complex subunit SMARCC1",2.23,0.000337
"4115","SMRC2_MOUSE|Q6PDG5","Smarcc2","SWI/SNF complex subunit SMARCC2",2.35,0.00033
"4116","SMS_MOUSE|P60041","Sst","Somatostatin",-1.09,0.584
"4117","SMU1_MOUSE|Q3UKJ7","Smu1","WD40 repeat-containing protein SMU1",1.32,0.000918
"4118","SMYD5_MOUSE|Q3TYX3","Smyd5","SET and MYND domain-containing protein 5",1.46,0.00751
"4119","SNAA_MOUSE|Q9DB05","Napa","Alpha-soluble NSF attachment protein",1.41,0.0254
"4120","SNAB_MOUSE|P28663","Napb","Beta-soluble NSF attachment protein",1.37,0.043
"4121","SNAG_MOUSE|Q9CWZ7","Napg","Gamma-soluble NSF attachment protein",2.52,0.000403
"4122","SNAPN_MOUSE|Q9Z266","Snapin","SNARE-associated protein Snapin",2.84,0.00105
"4123","SND1_MOUSE|Q78PY7","Snd1","Staphylococcal nuclease domain-containing protein 1",1.34,0.00912
"4124","SNF5_MOUSE|Q9Z0H3","Smarcb1","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1",1.21,0.0741
"4125","SNF8_MOUSE|Q9CZ28","Snf8","Vacuolar-sorting protein SNF8",1.72,0.00154
"4126","SNG3_MOUSE|Q8R191","Syngr3","Synaptogyrin-3",1.72,0.00135
"4127","SNP23_MOUSE|O09044","Snap23","Synaptosomal-associated protein 23",1.81,0.00504
"4128","SNP25_MOUSE|P60879","Snap25","Synaptosomal-associated protein 25",2.05,0.00231
"4129","SNP25_MOUSE|P60879-2","Snap25","Synaptosomal-associated protein 25 (isoform 2)",2.01,0.0026
"4130","SNP29_MOUSE|Q9ERB0","Snap29","Synaptosomal-associated protein 29",2.6,0.00094
"4131","SNP47_MOUSE|Q8R570","Snap47","Synaptosomal-associated protein 47",1.91,0.00162
"4132","SNPH_MOUSE|Q80U23","Snph","Syntaphilin",2.31,0.000555
"4133","SNPH_MOUSE|Q80U23-2","Snph","Syntaphilin (isoform 2)",2.51,0.000434
"4134","SNR40_MOUSE|Q6PE01","Snrnp40","U5 small nuclear ribonucleoprotein 40 kDa protein",1.37,0.0488
"4135","SNRK_MOUSE|Q8VDU5","Snrk","SNF-related serine/threonine-protein kinase",2.04,0.00172
"4136","SNRPA_MOUSE|Q62189","Snrpa","U1 small nuclear ribonucleoprotein A",1.23,0.000306
"4137","SNTA1_MOUSE|Q61234","Snta1","Alpha-1-syntrophin",1.41,0.033
"4138","SNTB1_MOUSE|Q99L88","Sntb1","Beta-1-syntrophin",1.49,0.00333
"4139","SNTB2_MOUSE|Q61235","Sntb2","Beta-2-syntrophin",1.51,0.00332
"4140","SNUT1_MOUSE|Q9Z315","Sart1","U4/U6.U5 tri-snRNP-associated protein 1",2.62,0.000989
"4141","SNUT2_MOUSE|Q3TIX9","Usp39","U4/U6.U5 tri-snRNP-associated protein 2",1.37,0.0122
"4142","SNW1_MOUSE|Q9CSN1","Snw1","SNW domain-containing protein 1",2.48,0.00144
"4143","SNX1_MOUSE|Q9WV80","Snx1","Sorting nexin-1",2.16,0.000717
"4144","SNX12_MOUSE|O70493","Snx12","Sorting nexin-12",1.24,0.0703
"4145","SNX13_MOUSE|Q6PHS6","Snx13","Sorting nexin-13",1.85,0.000842
"4146","SNX16_MOUSE|Q8C080","Snx16","Sorting nexin-16",2.24,0.00082
"4147","SNX17_MOUSE|Q8BVL3","Snx17","Sorting nexin-17",1.22,0.253
"4148","SNX19_MOUSE|Q6P4T1",NA,NA,2.46,0.000332
"4149","SNX2_MOUSE|Q9CWK8","Snx2","Sorting nexin-2",2.1,0.000609
"4150","SNX27_MOUSE|Q3UHD6","Snx27","Sorting nexin-27",1.37,0.0284
"4151","SNX3_MOUSE|O70492","Snx3","Sorting nexin-3",2.19,0.000382
"4152","SNX30_MOUSE|Q8CE50","Snx30","Sorting nexin-30",2.5,0.000517
"4153","SNX32_MOUSE|Q80ZJ7","Snx32","Sorting nexin-32",1.47,0.00827
"4154","SNX4_MOUSE|Q91YJ2","Snx4","Sorting nexin-4",1.41,0.019
"4155","SNX5_MOUSE|Q9D8U8","Snx5","Sorting nexin-5",1.43,0.0433
"4156","SNX6_MOUSE|Q6P8X1","Snx6","Sorting nexin-6",1.41,0.00545
"4157","SNX9_MOUSE|Q91VH2","Snx9","Sorting nexin-9",1.3,0.018
"4158","SOBP_MOUSE|Q0P5V2","Sobp","Sine oculis-binding protein homolog",3.56,0.000443
"4159","SODC_MOUSE|P08228","Sod1","Superoxide dismutase [Cu-Zn]",1.27,0.125
"4160","SODM_MOUSE|P09671","Sod2","Superoxide dismutase [Mn], mitochondrial",1.08,0.521
"4161","SOGA3_MOUSE|Q6NZL0","Soga3","Protein SOGA3",1.9,0.00108
"4162","SON_MOUSE|Q9QX47","Son","Protein SON",2.05,0.000944
"4163","SORC2_MOUSE|Q9EPR5","Sorcs2","VPS10 domain-containing receptor SorCS2",1.43,0.00258
"4164","SORCN_MOUSE|Q6P069","Sri","Sorcin",1.25,0.0771
"4165","SORL_MOUSE|O88307","Sorl1","Sortilin-related receptor",1.45,0.00213
"4166","SORT_MOUSE|Q6PHU5","Sort1","Sortilin",1.17,0.195
"4167","SOS1_MOUSE|Q62245","Sos1","Son of sevenless homolog 1",1.74,0.000809
"4168","SP16H_MOUSE|Q920B9","Supt16h","FACT complex subunit SPT16",1.27,0.0115
"4169","SPA2L_MOUSE|Q8BNN1","Spata2l","Spermatogenesis-associated protein 2-like protein",1.49,0.0384
"4170","SPA3C_MOUSE|P29621","Serpina3c","Serine protease inhibitor A3C",1.51,0.0618
"4171","SPA3K_MOUSE|P07759","Serpina3k","Serine protease inhibitor A3K",2.12,0.067
"4172","SPAG7_MOUSE|Q7TNE3","Spag7","Sperm-associated antigen 7",1.78,0.00878
"4173","SPAST_MOUSE|Q9QYY8","Spast","Spastin",2.5,0.000613
"4174","SPB1_MOUSE|Q9DBE9","Ftsj3","pre-rRNA processing protein FTSJ3",1.09,0.192
"4175","SPB6_MOUSE|Q60854","Serpinb6","Serpin B6",1.33,0.0763
"4176","SPC25_MOUSE|Q3UA16","Spc25","Kinetochore protein Spc25",1.16,0.0636
"4177","SPCS_MOUSE|Q6P6M7","Sepsecs","O-phosphoseryl-tRNA(Sec) selenium transferase",1.24,0.105
"4178","SPCS2_MOUSE|Q9CYN2","Spcs2","Signal peptidase complex subunit 2",1.31,0.022
"4179","SPD2A_MOUSE|O89032","Sh3pxd2a","SH3 and PX domain-containing protein 2A",1.76,0.00538
"4180","SPE39_MOUSE|Q8BGQ1","Vipas39","Spermatogenesis-defective protein 39 homolog",2.2,0.000744
"4181","SPEE_MOUSE|Q64674","Srm","Spermidine synthase",1.28,0.0758
"4182","SPEG_MOUSE|Q62407","Speg","Striated muscle-specific serine/threonine-protein kinase",2.53,0.000423
"4183","SPF45_MOUSE|Q8JZX4","Rbm17","Splicing factor 45",2.68,0.000586
"4184","SPG20_MOUSE|Q8R1X6","Spg20","Spartin",2.74,0.000424
"4185","SPHK2_MOUSE|Q9JIA7","Sphk2","Sphingosine kinase 2",1.5,0.016
"4186","SPI2C_MOUSE|Q6NVE3","Spin2c","Spindlin-2C",1.58,0.000307
"4187","SPIR1_MOUSE|Q52KF3","Spire1","Protein spire homolog 1",2.08,0.000717
"4188","SPKAP_MOUSE|Q6NSW3","Sphkap","A-kinase anchor protein SPHKAP",2.32,0.00207
"4189","SPN90_MOUSE|Q9ESJ4","Nckipsd","NCK-interacting protein with SH3 domain",1.56,0.00458
"4190","SPRC_MOUSE|P07214","Sparc","SPARC",1.21,0.201
"4191","SPRE_MOUSE|Q64105","Spr","Sepiapterin reductase",1.51,0.00571
"4192","SPRE1_MOUSE|Q924S8","Spred1","Sprouty-related, EVH1 domain-containing protein 1",1.51,0.015
"4193","SPRE2_MOUSE|Q924S7","Spred2","Sprouty-related, EVH1 domain-containing protein 2",1.79,0.00576
"4194","SPRY7_MOUSE|Q3TFQ1","Spryd7","SPRY domain-containing protein 7",1.33,0.153
"4195","SPSY_MOUSE|P97355","Sms","Spermine synthase",1.22,0.0518
"4196","SPT5H_MOUSE|O55201","Supt5h","Transcription elongation factor SPT5",1.38,0.00214
"4197","SPTB1_MOUSE|P15508","Sptb","Spectrin beta chain, erythrocytic",1.47,0.00239
"4198","SPTB2_MOUSE|Q62261","Sptbn1","Spectrin beta chain, non-erythrocytic 1",1.53,0.00338
"4199","SPTN1_MOUSE|P16546","Sptan1","Spectrin alpha chain, non-erythrocytic 1",2.85,0.000338
"4200","SPTN1_MOUSE|P16546-2","Sptan1","Spectrin alpha chain, non-erythrocytic 1 (isoform 2)",2.18,0.00113
"4201","SQOR_MOUSE|Q9R112",NA,NA,1.54,0.0641
"4202","SQSTM_MOUSE|Q64337","Sqstm1","Sequestosome-1",1.62,0.00461
"4203","SR140_MOUSE|Q6NV83","U2surp","U2 snRNP-associated SURP motif-containing protein",2.15,0.000547
"4204","SRBS1_MOUSE|Q62417","Sorbs1","Sorbin and SH3 domain-containing protein 1",2.98,0.000616
"4205","SRBS1_MOUSE|Q62417-3","Sorbs1","Sorbin and SH3 domain-containing protein 1 (isoform 3)",3.37,0.000368
"4206","SRBS2_MOUSE|Q3UTJ2","Sorbs2","Sorbin and SH3 domain-containing protein 2",2.48,0.00119
"4207","SRBS2_MOUSE|Q3UTJ2-2","Sorbs2","Sorbin and SH3 domain-containing protein 2 (isoform 2)",2.29,0.00177
"4208","SRC_MOUSE|P05480","Src","Neuronal proto-oncogene tyrosine-protein kinase Src",1.28,0.0165
"4209","SRC8_MOUSE|Q60598","Cttn","Src substrate cortactin",3.04,0.000515
"4210","SRCN1_MOUSE|Q9QWI6","Srcin1","SRC kinase signaling inhibitor 1",2.64,0.000829
"4211","SREK1_MOUSE|Q8BZX4","Srek1","Splicing regulatory glutamine/lysine-rich protein 1",1.13,0.101
"4212","SRGP1_MOUSE|Q91Z69","Srgap1","SLIT-ROBO Rho GTPase-activating protein 1",2.65,0.000468
"4213","SRGP2_MOUSE|Q91Z67","Srgap2","SLIT-ROBO Rho GTPase-activating protein 2",2.38,0.000802
"4214","SRGP3_MOUSE|Q812A2","Srgap3","SLIT-ROBO Rho GTPase-activating protein 3",2.45,0.000703
"4215","SRP14_MOUSE|P16254","Srp14","Signal recognition particle 14 kDa protein",-1.03,0.319
"4216","SRP54_MOUSE|P14576","Srp54","Signal recognition particle 54 kDa protein",1.44,0.00571
"4217","SRP68_MOUSE|Q8BMA6","Srp68","Signal recognition particle subunit SRP68",1.7,0.000858
"4218","SRPK1_MOUSE|O70551","Srpk1","SRSF protein kinase 1",1.57,0.00138
"4219","SRPK2_MOUSE|O54781","Srpk2","SRSF protein kinase 2",1.79,0.00294
"4220","SRPRA_MOUSE|Q9DBG7",NA,NA,1.6,0.00212
"4221","SRPRB_MOUSE|P47758","Srprb","Signal recognition particle receptor subunit beta",1.09,0.527
"4222","SRR_MOUSE|Q9QZX7","Srr","Serine racemase",1.26,0.185
"4223","SRRM1_MOUSE|Q52KI8","Srrm1","Serine/arginine repetitive matrix protein 1",1.71,0.00122
"4224","SRRM2_MOUSE|Q8BTI8","Srrm2","Serine/arginine repetitive matrix protein 2",1.97,0.00247
"4225","SRRT_MOUSE|Q99MR6","Srrt","Serrate RNA effector molecule homolog",1.58,0.00041
"4226","SRS10_MOUSE|Q9R0U0","Srsf10","Serine/arginine-rich splicing factor 10",1.4,0.00126
"4227","SRSF1_MOUSE|Q6PDM2","Srsf1","Serine/arginine-rich splicing factor 1",-1.02,0.67
"4228","SRSF2_MOUSE|Q62093","Srsf2","Serine/arginine-rich splicing factor 2",1.09,0.545
"4229","SRSF3_MOUSE|P84104","Srsf3","Serine/arginine-rich splicing factor 3",1.03,0.377
"4230","SRSF4_MOUSE|Q8VE97","Srsf4","Serine/arginine-rich splicing factor 4",1.53,0.000117
"4231","SRSF5_MOUSE|O35326","Srsf5","Serine/arginine-rich splicing factor 5",1.47,0.00233
"4232","SRSF6_MOUSE|Q3TWW8","Srsf6","Serine/arginine-rich splicing factor 6",1.19,0.00264
"4233","SRSF7_MOUSE|Q8BL97","Srsf7","Serine/arginine-rich splicing factor 7",1.03,0.805
"4234","SRSF9_MOUSE|Q9D0B0","Srsf9","Serine/arginine-rich splicing factor 9",1.02,0.645
"4235","SSDH_MOUSE|Q8BWF0","Aldh5a1","Succinate-semialdehyde dehydrogenase, mitochondrial",1.44,0.246
"4236","SSH2_MOUSE|Q5SW75","Ssh2","Protein phosphatase Slingshot homolog 2",2.64,0.000707
"4237","SSRA_MOUSE|Q9CY50","Ssr1","Translocon-associated protein subunit alpha",1.15,0.183
"4238","SSRD_MOUSE|Q62186","Ssr4","Translocon-associated protein subunit delta",1.06,0.754
"4239","SSRG_MOUSE|Q9DCF9","Ssr3","Translocon-associated protein subunit gamma",1.18,0.125
"4240","SSRP1_MOUSE|Q08943","Ssrp1","FACT complex subunit SSRP1",1.31,0.000483
"4241","ST32C_MOUSE|Q8QZV4","Stk32c","Serine/threonine-protein kinase 32C",1.38,0.0313
"4242","ST38L_MOUSE|Q7TSE6","Stk38l","Serine/threonine-protein kinase 38-like",1.49,0.0124
"4243","ST4A1_MOUSE|P63046","Sult4a1","Sulfotransferase 4A1",1.46,0.0437
"4244","STA10_MOUSE|Q9JMD3",NA,NA,1.32,0.239
"4245","STABP_MOUSE|Q9CQ26","Stambp","STAM-binding protein",1.75,0.000476
"4246","STAC2_MOUSE|Q8R1B0","Stac2","SH3 and cysteine-rich domain-containing protein 2",2.78,0.000724
"4247","STAM1_MOUSE|P70297","Stam","Signal transducing adapter molecule 1",2.48,0.000834
"4248","STAM2_MOUSE|O88811","Stam2","Signal transducing adapter molecule 2",2.1,0.000848
"4249","STAR5_MOUSE|Q9EPQ7","Stard5","StAR-related lipid transfer protein 5",1.21,0.376
"4250","STAT1_MOUSE|P42225","Stat1","Signal transducer and activator of transcription 1",1.59,0.00572
"4251","STAT3_MOUSE|P42227","Stat3","Signal transducer and activator of transcription 3",1.2,0.0749
"4252","STAU1_MOUSE|Q9Z108","Stau1","Double-stranded RNA-binding protein Staufen homolog 1",2.52,0.00719
"4253","STAU2_MOUSE|Q8CJ67","Stau2","Double-stranded RNA-binding protein Staufen homolog 2",2.73,0.00349
"4254","STB5L_MOUSE|Q5DQR4","Stxbp5l","Syntaxin-binding protein 5-like",2.01,0.00104
"4255","STB5L_MOUSE|Q5DQR4-3","Stxbp5l","Syntaxin-binding protein 5-like (isoform 3)",2.13,0.000684
"4256","STIM1_MOUSE|P70302","Stim1","Stromal interaction molecule 1",2.1,0.000624
"4257","STIM2_MOUSE|P83093","Stim2","Stromal interaction molecule 2",1.82,0.000591
"4258","STIP1_MOUSE|Q60864","Stip1","Stress-induced-phosphoprotein 1",2.45,0.000309
"4259","STK11_MOUSE|Q9WTK7","Stk11","Serine/threonine-protein kinase STK11",1.69,0.00213
"4260","STK24_MOUSE|Q99KH8","Stk24","Serine/threonine-protein kinase 24",1.85,0.000741
"4261","STK3_MOUSE|Q9JI10","Stk3","Serine/threonine-protein kinase 3",1.56,0.0018
"4262","STK39_MOUSE|Q9Z1W9","Stk39","STE20/SPS1-related proline-alanine-rich protein kinase",1.73,0.00199
"4263","STML2_MOUSE|Q99JB2","Stoml2","Stomatin-like protein 2, mitochondrial",1.17,0.376
"4264","STMN1_MOUSE|P54227","Stmn1","Stathmin",2.57,0.000992
"4265","STMN3_MOUSE|O70166","Stmn3","Stathmin-3",1.31,0.0944
"4266","STOX2_MOUSE|Q499E5","Stox2","Storkhead-box protein 2",2.31,0.00355
"4267","STRAA_MOUSE|Q3UUJ4","Strada","STE20-related kinase adapter protein alpha",2.09,0.00114
"4268","STRAP_MOUSE|Q9Z1Z2","Strap","Serine-threonine kinase receptor-associated protein",1.42,0.00253
"4269","STRN_MOUSE|O55106","Strn","Striatin",2.81,0.000549
"4270","STRN3_MOUSE|Q9ERG2","Strn3","Striatin-3",2.67,0.000578
"4271","STRN4_MOUSE|P58404","Strn4","Striatin-4",2.62,0.000797
"4272","STRP1_MOUSE|Q8C079","Strip1","Striatin-interacting protein 1",1.8,0.00103
"4273","STRP2_MOUSE|Q8C9H6","Strip2","Striatin-interacting proteins 2",1.75,0.00492
"4274","STT3A_MOUSE|P46978","Stt3a","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A",1.31,0.00149
"4275","STT3B_MOUSE|Q3TDQ1","Stt3b","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B",1.43,0.00507
"4276","STUM_MOUSE|Q0VBF8","","Protein stum homolog",1.09,0.393
"4277","STX12_MOUSE|Q9ER00","Stx12","Syntaxin-12",1.2,0.115
"4278","STX1A_MOUSE|O35526","Stx1a","Syntaxin-1A",1.59,0.0285
"4279","STX1B_MOUSE|P61264","Stx1b","Syntaxin-1B",1.6,0.00511
"4280","STX4_MOUSE|P70452","Stx4","Syntaxin-4",1.1,0.328
"4281","STX5_MOUSE|Q8K1E0","Stx5","Syntaxin-5",1.99,0.000586
"4282","STX6_MOUSE|Q9JKK1","Stx6","Syntaxin-6",1.63,0.0131
"4283","STX7_MOUSE|O70439","Stx7","Syntaxin-7",1.59,0.00273
"4284","STXB1_MOUSE|O08599","Stxbp1","Syntaxin-binding protein 1",1.68,0.00412
"4285","STXB1_MOUSE|O08599-2","Stxbp1","Syntaxin-binding protein 1 (isoform 2)",1.54,0.00284
"4286","STXB3_MOUSE|Q60770","Stxbp3","Syntaxin-binding protein 3",1.3,0.0319
"4287","STXB5_MOUSE|Q8K400","Stxbp5","Syntaxin-binding protein 5",1.97,0.00102
"4288","STXB6_MOUSE|Q8R3T5","Stxbp6","Syntaxin-binding protein 6",1.55,0.00362
"4289","SUCA_MOUSE|Q9WUM5","Suclg1","Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial",1.45,0.00173
"4290","SUCB1_MOUSE|Q9Z2I9","Sucla2","Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial",1.49,0.0857
"4291","SUCB2_MOUSE|Q9Z2I8","Suclg2","Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial",1.47,0.0927
"4292","SUGP2_MOUSE|Q8CH09","Sugp2","SURP and G-patch domain-containing protein 2",3.14,0.000279
"4293","SUMO2_MOUSE|P61957","Sumo2","Small ubiquitin-related modifier 2",1.07,0.218
"4294","SUOX_MOUSE|Q8R086","Suox","Sulfite oxidase, mitochondrial",1,0.828
"4295","SUV3_MOUSE|Q80YD1","Supv3l1","ATP-dependent RNA helicase SUPV3L1, mitochondrial",1.5,0.0101
"4296","SV2A_MOUSE|Q9JIS5","Sv2a","Synaptic vesicle glycoprotein 2A",1.84,0.000679
"4297","SV2B_MOUSE|Q8BG39","Sv2b","Synaptic vesicle glycoprotein 2B",1.61,0.00402
"4298","SV2C_MOUSE|Q69ZS6","Sv2c","Synaptic vesicle glycoprotein 2C",2.08,0.000182
"4299","SVIP_MOUSE|Q3UZP4","Svip","Small VCP/p97-interacting protein",1.36,0.276
"4300","SVOP_MOUSE|Q8BFT9","Svop","Synaptic vesicle 2-related protein",1.9,0.000713
"4301","SWAHA_MOUSE|Q8BLS7","Sowaha","Ankyrin repeat domain-containing protein SOWAHA",1.36,0.0217
"4302","SWAHB_MOUSE|Q8BZW2","Sowahb","Ankyrin repeat domain-containing protein SOWAHB",2.67,0.000623
"4303","SWI5_MOUSE|Q8K3D3","Swi5","DNA repair protein SWI5 homolog",1.42,0.271
"4304","SWP70_MOUSE|Q6A028","Swap70","Switch-associated protein 70",1.28,0.0161
"4305","SYAC_MOUSE|Q8BGQ7","Aars","Alanine--tRNA ligase, cytoplasmic",1.64,0.000879
"4306","SYAM_MOUSE|Q14CH7","Aars2","Alanine--tRNA ligase, mitochondrial",1.67,0.0267
"4307","SYAP1_MOUSE|Q9D5V6","Syap1","Synapse-associated protein 1",2.06,0.00136
"4308","SYBU_MOUSE|Q8BHS8","Sybu","Syntabulin",2.56,0.000589
