Gene,Protein,Description,p_Value,Log2FC
8-Sep,SEPT8_MOUSE|Q8CHH9,Septin-8,7.29E-02,3.28E-01
9-Sep,SEPT9_MOUSE|Q80UG5,Septin-9,2.00E-03,8.57E-01
Phgdh,SERA_MOUSE|Q61753,D-3-phosphoglycerate dehydrogenase,3.09E-02,4.66E-01
Psat1,SERC_MOUSE|Q99K85,Phosphoserine aminotransferase,8.37E-02,4.14E-01
Serpinh1,SERPH_MOUSE|P19324,Serpin H1,3.82E-01,1.33E-01
Sestd1,SESD1_MOUSE|Q80UK0,SEC14 domain and spectrin repeat-containing protein 1,3.11E-03,5.52E-01
Set,SET_MOUSE|Q9EQU5,Protein SET,2.50E-01,8.93E-02
Set,SET_MOUSE|Q9EQU5-2,Protein SET (isoform 2),9.17E-01,2.53E-03
Setd3,SETD3_MOUSE|Q91WC0,Histone-lysine N-methyltransferase setd3,2.32E-02,3.71E-01
Setd7,SETD7_MOUSE|Q8VHL1,Histone-lysine N-methyltransferase SETD7,6.21E-04,8.70E-01
Sf1,SF01_MOUSE|Q64213,Splicing factor 1,3.31E-04,1.31E+00
Sf3a1,SF3A1_MOUSE|Q8K4Z5,Splicing factor 3A subunit 1,6.02E-04,1.06E+00
Sf3a3,SF3A3_MOUSE|Q9D554,Splicing factor 3A subunit 3,2.35E-02,1.92E-01
Sf3b1,SF3B1_MOUSE|Q99NB9,Splicing factor 3B subunit 1,5.56E-04,1.12E+00
Sf3b3,SF3B3_MOUSE|Q921M3,Splicing factor 3B subunit 3,9.97E-04,4.17E-01
Sf3b4,SF3B4_MOUSE|Q8QZY9,Splicing factor 3B subunit 4,3.72E-01,3.86E-02
Sf3b6,SF3B6_MOUSE|P59708,Splicing factor 3B subunit 6,3.90E-03,4.31E-01
Sfpq,SFPQ_MOUSE|Q8VIJ6,"Splicing factor, proline- and glutamine-rich",4.82E-04,8.54E-01
Scaf1,SFR19_MOUSE|Q5U4C3,"Splicing factor, arginine/serine-rich 19",2.21E-03,1.04E+00
Sfxn1,SFXN1_MOUSE|Q99JR1,Sideroflexin-1,5.16E-02,4.85E-01
Sfxn3,SFXN3_MOUSE|Q91V61,Sideroflexin-3,5.65E-02,5.41E-01
Sfxn5,SFXN5_MOUSE|Q925N0,Sideroflexin-5,1.10E-01,3.74E-01
Sgip1,SGIP1_MOUSE|Q8VD37,SH3-containing GRB2-like protein 3-interacting protein 1,6.75E-04,1.42E+00
Sgip1,SGIP1_MOUSE|Q8VD37-3,SH3-containing GRB2-like protein 3-interacting protein 1 (isoform 3),6.55E-04,1.65E+00
Sgpp1,SGPP1_MOUSE|Q9JI99,Sphingosine-1-phosphate phosphatase 1,5.74E-03,5.17E-01
Sgsm1,SGSM1_MOUSE|Q8BPQ7,Small G protein signaling modulator 1,1.70E-03,5.98E-01
NA,SGT1_MOUSE|Q9CX34,NA,9.13E-04,1.25E+00
Sgta,SGTA_MOUSE|Q8BJU0,Small glutamine-rich tetratricopeptide repeat-containing protein alpha,1.11E-03,5.47E-01
Sh2b1,SH2B1_MOUSE|Q91ZM2,SH2B adapter protein 1,8.71E-04,9.84E-01
Sh2d5,SH2D5_MOUSE|Q8JZW5,SH2 domain-containing protein 5,2.07E-03,6.27E-01
Sh3d19,SH319_MOUSE|Q91X43,SH3 domain-containing protein 19,2.54E-04,1.78E+00
Sh3bgr,SH3BG_MOUSE|Q9WUZ7,SH3 domain-binding glutamic acid-rich protein,5.71E-02,2.04E-01
Sh3gl1,SH3G1_MOUSE|Q62419,Endophilin-A2,9.23E-04,1.29E+00
Sh3gl2,SH3G2_MOUSE|Q62420,Endophilin-A1,6.54E-04,1.28E+00
Sh3gl3,SH3G3_MOUSE|Q62421,Endophilin-A3,3.21E-03,7.09E-01
Sh3kbp1,SH3K1_MOUSE|Q8R550,SH3 domain-containing kinase-binding protein 1,5.44E-04,1.56E+00
Sh3bgrl,SH3L1_MOUSE|Q9JJU8,SH3 domain-binding glutamic acid-rich-like protein,2.84E-01,1.07E-01
Sh3bgrl2,SH3L2_MOUSE|Q8BG73,SH3 domain-binding glutamic acid-rich-like protein 2,3.44E-02,4.54E-01
Sh3bgrl3,SH3L3_MOUSE|Q91VW3,SH3 domain-binding glutamic acid-rich-like protein 3,7.31E-01,4.17E-02
Sh3rf1,SH3R1_MOUSE|Q69ZI1,E3 ubiquitin-protein ligase SH3RF1,1.40E-03,1.28E+00
Shank1,SHAN1_MOUSE|D3YZU1,SH3 and multiple ankyrin repeat domains protein 1,4.87E-04,1.59E+00
Shank2,SHAN2_MOUSE|Q80Z38,SH3 and multiple ankyrin repeat domains protein 2,6.89E-04,1.49E+00
Shank3,SHAN3_MOUSE|Q4ACU6,SH3 and multiple ankyrin repeat domains protein 3,2.94E-04,1.67E+00
Shb,SHB_MOUSE|Q6PD21,SH2 domain-containing adapter protein B,1.04E-03,1.31E+00
Shc3,SHC3_MOUSE|Q61120,SHC-transforming protein 3,3.94E-04,1.11E+00
Shd,SHD_MOUSE|O88834,SH2 domain-containing adapter protein D,3.43E-04,1.55E+00
Inppl1,SHIP2_MOUSE|Q6P549,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2",1.56E-03,7.07E-01
Sh3glb1,SHLB1_MOUSE|Q9JK48,Endophilin-B1,8.03E-03,5.44E-01
Sh3glb2,SHLB2_MOUSE|Q8R3V5,Endophilin-B2,3.40E-04,8.29E-01
Shoc2,SHOC2_MOUSE|O88520,Leucine-rich repeat protein SHOC-2,6.29E-02,6.04E-01
Kiaa1598,SHOT1_MOUSE|Q8K2Q9,Shootin-1,6.71E-04,1.12E+00
Sirpa,SHPS1_MOUSE|P97797,Tyrosine-protein phosphatase non-receptor type substrate 1,3.44E-03,8.42E-01
Sirpa,SHPS1_MOUSE|P97797-2,Tyrosine-protein phosphatase non-receptor type substrate 1 (isoform 2),1.38E-02,6.86E-01
Shroom2,SHRM2_MOUSE|A2ALU4,Protein Shroom2,7.70E-04,1.42E+00
Shisa6,SHSA6_MOUSE|Q3UH99,Protein shisa-6 homolog,1.18E-03,1.20E+00
Shisa7,SHSA7_MOUSE|Q8C3Q5,Protein shisa-7,2.49E-03,7.32E-01
Shisa9,SHSA9_MOUSE|Q9CZN4,Protein shisa-9,6.83E-04,1.41E+00
Shisa9,SHSA9_MOUSE|Q9CZN4-4,Protein shisa-9 (isoform 4),1.39E-04,1.62E+00
Sipa1l1,SI1L1_MOUSE|Q8C0T5,Signal-induced proliferation-associated 1-like protein 1,7.36E-04,1.36E+00
Sipa1l2,SI1L2_MOUSE|Q80TE4,Signal-induced proliferation-associated 1-like protein 2,4.80E-04,1.52E+00
NA,SI1L3_MOUSE|G3X9J0,NA,1.01E-03,1.34E+00
St8sia3,SIA8C_MOUSE|Q64689,"Sia-alpha-2,3-Gal-beta-1,4-GlcNAc-R:alpha 2,8-sialyltransferase",3.65E-03,7.93E-01
NA,SIAS_MOUSE|Q99J77,NA,3.77E-04,1.10E+00
Sik3,SIK3_MOUSE|Q6P4S6,Serine/threonine-protein kinase SIK3,3.46E-04,1.16E+00
Sike1,SIKE1_MOUSE|Q9CPR7,Suppressor of IKBKE 1,3.82E-04,1.69E+00
Mapkap1,SIN1_MOUSE|Q8BKH7,Target of rapamycin complex 2 subunit MAPKAP1,4.59E-02,5.91E-01
Sin3b,SIN3B_MOUSE|Q62141,Paired amphipathic helix protein Sin3b,1.86E-03,6.32E-01
Sipa1,SIPA1_MOUSE|P46062,Signal-induced proliferation-associated protein 1,2.62E-02,3.72E-01
Sirt2,SIR2_MOUSE|Q8VDQ8,NAD-dependent protein deacetylase sirtuin-2,6.40E-02,4.76E-01
Sirt5,SIR5_MOUSE|Q8K2C6,"NAD-dependent protein deacylase sirtuin-5, mitochondrial",7.38E-03,5.74E-01
Skiv2l2,SK2L2_MOUSE|Q9CZU3,Superkiller viralicidic activity 2-like 2,4.31E-03,5.54E-01
Skp1,SKP1_MOUSE|Q9WTX5,S-phase kinase-associated protein 1,7.22E-02,3.81E-01
Skt,SKT_MOUSE|A2AQ25,Sickle tail protein,1.02E-03,1.35E+00
Slc9a1,SL9A1_MOUSE|Q61165,Sodium/hydrogen exchanger 1,7.43E-04,1.11E+00
Slc9a7,SL9A7_MOUSE|Q8BLV3,Sodium/hydrogen exchanger 7,7.01E-03,5.95E-01
Slitrk4,SLIK4_MOUSE|Q810B8,SLIT and NTRK-like protein 4,2.27E-03,1.06E+00
Slitrk5,SLIK5_MOUSE|Q810B7,SLIT and NTRK-like protein 5,7.48E-04,1.41E+00
Slk,SLK_MOUSE|O54988,STE20-like serine/threonine-protein kinase,4.13E-03,8.02E-01
Slmap,SLMAP_MOUSE|Q3URD3,Sarcolemmal membrane-associated protein,1.07E-03,1.02E+00
Sltm,SLTM_MOUSE|Q8CH25,SAFB-like transcription modulator,5.32E-04,1.23E+00
Smad2,SMAD2_MOUSE|Q62432,Mothers against decapentaplegic homolog 2,3.03E-02,3.96E-01
Smarcal1,SMAL1_MOUSE|Q8BJL0,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1,6.99E-04,9.26E-01
Smap,SMAP_MOUSE|Q9R0P4,Small acidic protein,2.29E-03,1.05E+00
Smap1,SMAP1_MOUSE|Q91VZ6,Stromal membrane-associated protein 1,6.46E-04,1.43E+00
Smap2,SMAP2_MOUSE|Q7TN29,Stromal membrane-associated protein 2,6.02E-04,1.13E+00
Ighmbp2,SMBP2_MOUSE|P40694,DNA-binding protein SMUBP-2,1.10E-03,1.24E+00
Smc1a,SMC1A_MOUSE|Q9CU62,Structural maintenance of chromosomes protein 1A,2.49E-02,3.71E-01
Smc3,SMC3_MOUSE|Q9CW03,Structural maintenance of chromosomes protein 3,7.05E-02,3.54E-01
Smarca1,SMCA1_MOUSE|Q6PGB8,Probable global transcription activator SNF2L1,9.76E-02,2.01E-01
Smarca2,SMCA2_MOUSE|Q6DIC0,Probable global transcription activator SNF2L2,1.67E-03,6.73E-01
Smarca4,SMCA4_MOUSE|Q3TKT4,Transcription activator BRG1,2.18E-03,5.69E-01
Smarca5,SMCA5_MOUSE|Q91ZW3,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5,3.93E-02,3.25E-01
Smarce1,SMCE1_MOUSE|O54941,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,1.72E-03,9.97E-01
Smcr8,SMCR8_MOUSE|Q3UMB5,Smith-Magenis syndrome chromosomal region candidate gene 8 protein homolog,3.03E-04,1.21E+00
Snrpd2,SMD2_MOUSE|P62317,Small nuclear ribonucleoprotein Sm D2,9.52E-03,7.04E-01
Snrpd3,SMD3_MOUSE|P62320,Small nuclear ribonucleoprotein Sm D3,6.03E-04,1.05E+00
Smg7,SMG7_MOUSE|Q5RJH6,Protein SMG7,7.38E-04,1.36E+00
Smg9,SMG9_MOUSE|Q9DB90,Protein SMG9,6.57E-04,9.65E-01
Smchd1,SMHD1_MOUSE|Q6P5D8,Structural maintenance of chromosomes flexible hinge domain-containing protein 1,1.03E-03,1.36E+00
Smarcc1,SMRC1_MOUSE|P97496,SWI/SNF complex subunit SMARCC1,3.37E-04,1.16E+00
Smarcc2,SMRC2_MOUSE|Q6PDG5,SWI/SNF complex subunit SMARCC2,3.30E-04,1.23E+00
Sst,SMS_MOUSE|P60041,Somatostatin,5.84E-01,-1.25E-01
Smu1,SMU1_MOUSE|Q3UKJ7,WD40 repeat-containing protein SMU1,9.18E-04,4.05E-01
Smyd5,SMYD5_MOUSE|Q3TYX3,SET and MYND domain-containing protein 5,7.51E-03,5.42E-01
Napa,SNAA_MOUSE|Q9DB05,Alpha-soluble NSF attachment protein,2.54E-02,4.94E-01
Napb,SNAB_MOUSE|P28663,Beta-soluble NSF attachment protein,4.30E-02,4.52E-01
Napg,SNAG_MOUSE|Q9CWZ7,Gamma-soluble NSF attachment protein,4.03E-04,1.33E+00
Snapin,SNAPN_MOUSE|Q9Z266,SNARE-associated protein Snapin,1.05E-03,1.50E+00
Snd1,SND1_MOUSE|Q78PY7,Staphylococcal nuclease domain-containing protein 1,9.12E-03,4.18E-01
Smarcb1,SNF5_MOUSE|Q9Z0H3,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1,7.41E-02,2.75E-01
Snf8,SNF8_MOUSE|Q9CZ28,Vacuolar-sorting protein SNF8,1.54E-03,7.85E-01
Syngr3,SNG3_MOUSE|Q8R191,Synaptogyrin-3,1.35E-03,7.84E-01
Snap23,SNP23_MOUSE|O09044,Synaptosomal-associated protein 23,5.04E-03,8.56E-01
Snap25,SNP25_MOUSE|P60879,Synaptosomal-associated protein 25,2.31E-03,1.04E+00
Snap25,SNP25_MOUSE|P60879-2,Synaptosomal-associated protein 25 (isoform 2),2.60E-03,1.01E+00
Snap29,SNP29_MOUSE|Q9ERB0,Synaptosomal-associated protein 29,9.40E-04,1.38E+00
Snap47,SNP47_MOUSE|Q8R570,Synaptosomal-associated protein 47,1.62E-03,9.36E-01
Snph,SNPH_MOUSE|Q80U23,Syntaphilin,5.55E-04,1.21E+00
Snph,SNPH_MOUSE|Q80U23-2,Syntaphilin (isoform 2),4.34E-04,1.33E+00
Snrnp40,SNR40_MOUSE|Q6PE01,U5 small nuclear ribonucleoprotein 40 kDa protein,4.88E-02,4.52E-01
Snrk,SNRK_MOUSE|Q8VDU5,SNF-related serine/threonine-protein kinase,1.72E-03,1.03E+00
Snrpa,SNRPA_MOUSE|Q62189,U1 small nuclear ribonucleoprotein A,3.06E-04,3.04E-01
Snta1,SNTA1_MOUSE|Q61234,Alpha-1-syntrophin,3.30E-02,4.96E-01
Sntb1,SNTB1_MOUSE|Q99L88,Beta-1-syntrophin,3.33E-03,5.78E-01
Sntb2,SNTB2_MOUSE|Q61235,Beta-2-syntrophin,3.32E-03,5.96E-01
Sart1,SNUT1_MOUSE|Q9Z315,U4/U6.U5 tri-snRNP-associated protein 1,9.89E-04,1.39E+00
Usp39,SNUT2_MOUSE|Q3TIX9,U4/U6.U5 tri-snRNP-associated protein 2,1.22E-02,4.58E-01
Snw1,SNW1_MOUSE|Q9CSN1,SNW domain-containing protein 1,1.44E-03,1.31E+00
Snx1,SNX1_MOUSE|Q9WV80,Sorting nexin-1,7.17E-04,1.11E+00
Snx12,SNX12_MOUSE|O70493,Sorting nexin-12,7.03E-02,3.14E-01
Snx13,SNX13_MOUSE|Q6PHS6,Sorting nexin-13,8.42E-04,8.84E-01
Snx16,SNX16_MOUSE|Q8C080,Sorting nexin-16,8.20E-04,1.16E+00
Snx17,SNX17_MOUSE|Q8BVL3,Sorting nexin-17,2.53E-01,2.91E-01
NA,SNX19_MOUSE|Q6P4T1,NA,3.32E-04,1.30E+00
Snx2,SNX2_MOUSE|Q9CWK8,Sorting nexin-2,6.09E-04,1.07E+00
Snx27,SNX27_MOUSE|Q3UHD6,Sorting nexin-27,2.84E-02,4.57E-01
Snx3,SNX3_MOUSE|O70492,Sorting nexin-3,3.82E-04,1.13E+00
Snx30,SNX30_MOUSE|Q8CE50,Sorting nexin-30,5.17E-04,1.32E+00
Snx32,SNX32_MOUSE|Q80ZJ7,Sorting nexin-32,8.27E-03,5.53E-01
Snx4,SNX4_MOUSE|Q91YJ2,Sorting nexin-4,1.90E-02,4.93E-01
Snx5,SNX5_MOUSE|Q9D8U8,Sorting nexin-5,4.33E-02,5.16E-01
Snx6,SNX6_MOUSE|Q6P8X1,Sorting nexin-6,5.45E-03,4.97E-01
Snx9,SNX9_MOUSE|Q91VH2,Sorting nexin-9,1.80E-02,3.83E-01
Sobp,SOBP_MOUSE|Q0P5V2,Sine oculis-binding protein homolog,4.43E-04,1.83E+00
Sod1,SODC_MOUSE|P08228,Superoxide dismutase [Cu-Zn],1.25E-01,3.41E-01
Sod2,SODM_MOUSE|P09671,"Superoxide dismutase [Mn], mitochondrial",5.21E-01,1.08E-01
Soga3,SOGA3_MOUSE|Q6NZL0,Protein SOGA3,1.08E-03,9.29E-01
Son,SON_MOUSE|Q9QX47,Protein SON,9.44E-04,1.04E+00
Sorcs2,SORC2_MOUSE|Q9EPR5,VPS10 domain-containing receptor SorCS2,2.58E-03,5.20E-01
Sri,SORCN_MOUSE|Q6P069,Sorcin,7.71E-02,3.23E-01
Sorl1,SORL_MOUSE|O88307,Sortilin-related receptor,2.13E-03,5.39E-01
Sort1,SORT_MOUSE|Q6PHU5,Sortilin,1.95E-01,2.27E-01
Sos1,SOS1_MOUSE|Q62245,Son of sevenless homolog 1,8.09E-04,8.01E-01
Supt16h,SP16H_MOUSE|Q920B9,FACT complex subunit SPT16,1.15E-02,3.49E-01
Spata2l,SPA2L_MOUSE|Q8BNN1,Spermatogenesis-associated protein 2-like protein,3.84E-02,5.78E-01
Serpina3c,SPA3C_MOUSE|P29621,Serine protease inhibitor A3C,6.18E-02,5.91E-01
Serpina3k,SPA3K_MOUSE|P07759,Serine protease inhibitor A3K,6.70E-02,1.09E+00
Spag7,SPAG7_MOUSE|Q7TNE3,Sperm-associated antigen 7,8.78E-03,8.32E-01
Spast,SPAST_MOUSE|Q9QYY8,Spastin,6.13E-04,1.32E+00
Ftsj3,SPB1_MOUSE|Q9DBE9,pre-rRNA processing protein FTSJ3,1.92E-01,1.26E-01
Serpinb6,SPB6_MOUSE|Q60854,Serpin B6,7.63E-02,4.12E-01
Spc25,SPC25_MOUSE|Q3UA16,Kinetochore protein Spc25,6.36E-02,2.20E-01
Sepsecs,SPCS_MOUSE|Q6P6M7,O-phosphoseryl-tRNA(Sec) selenium transferase,1.05E-01,3.05E-01
Spcs2,SPCS2_MOUSE|Q9CYN2,Signal peptidase complex subunit 2,2.20E-02,3.86E-01
Sh3pxd2a,SPD2A_MOUSE|O89032,SH3 and PX domain-containing protein 2A,5.38E-03,8.14E-01
Vipas39,SPE39_MOUSE|Q8BGQ1,Spermatogenesis-defective protein 39 homolog,7.44E-04,1.14E+00
Srm,SPEE_MOUSE|Q64674,Spermidine synthase,7.58E-02,3.52E-01
Speg,SPEG_MOUSE|Q62407,Striated muscle-specific serine/threonine-protein kinase,4.23E-04,1.34E+00
Rbm17,SPF45_MOUSE|Q8JZX4,Splicing factor 45,5.86E-04,1.42E+00
Spg20,SPG20_MOUSE|Q8R1X6,Spartin,4.24E-04,1.46E+00
Sphk2,SPHK2_MOUSE|Q9JIA7,Sphingosine kinase 2,1.60E-02,5.84E-01
Spin2c,SPI2C_MOUSE|Q6NVE3,Spindlin-2C,3.07E-04,6.64E-01
Spire1,SPIR1_MOUSE|Q52KF3,Protein spire homolog 1,7.17E-04,1.06E+00
Sphkap,SPKAP_MOUSE|Q6NSW3,A-kinase anchor protein SPHKAP,2.07E-03,1.21E+00
Nckipsd,SPN90_MOUSE|Q9ESJ4,NCK-interacting protein with SH3 domain,4.58E-03,6.38E-01
Sparc,SPRC_MOUSE|P07214,SPARC,2.01E-01,2.79E-01
Spr,SPRE_MOUSE|Q64105,Sepiapterin reductase,5.71E-03,5.96E-01
Spred1,SPRE1_MOUSE|Q924S8,"Sprouty-related, EVH1 domain-containing protein 1",1.50E-02,5.93E-01
Spred2,SPRE2_MOUSE|Q924S7,"Sprouty-related, EVH1 domain-containing protein 2",5.76E-03,8.39E-01
Spryd7,SPRY7_MOUSE|Q3TFQ1,SPRY domain-containing protein 7,1.53E-01,4.14E-01
Sms,SPSY_MOUSE|P97355,Spermine synthase,5.18E-02,2.86E-01
Supt5h,SPT5H_MOUSE|O55201,Transcription elongation factor SPT5,2.14E-03,4.60E-01
Sptb,SPTB1_MOUSE|P15508,"Spectrin beta chain, erythrocytic",2.39E-03,5.59E-01
Sptbn1,SPTB2_MOUSE|Q62261,"Spectrin beta chain, non-erythrocytic 1",3.38E-03,6.18E-01
Sptan1,SPTN1_MOUSE|P16546,"Spectrin alpha chain, non-erythrocytic 1",3.38E-04,1.51E+00
Sptan1,SPTN1_MOUSE|P16546-2,"Spectrin alpha chain, non-erythrocytic 1 (isoform 2)",1.13E-03,1.13E+00
NA,SQOR_MOUSE|Q9R112,NA,6.41E-02,6.26E-01
Sqstm1,SQSTM_MOUSE|Q64337,Sequestosome-1,4.61E-03,6.94E-01
U2surp,SR140_MOUSE|Q6NV83,U2 snRNP-associated SURP motif-containing protein,5.47E-04,1.10E+00
Sorbs1,SRBS1_MOUSE|Q62417,Sorbin and SH3 domain-containing protein 1,6.16E-04,1.58E+00
Sorbs1,SRBS1_MOUSE|Q62417-3,Sorbin and SH3 domain-containing protein 1 (isoform 3),3.68E-04,1.75E+00
Sorbs2,SRBS2_MOUSE|Q3UTJ2,Sorbin and SH3 domain-containing protein 2,1.19E-03,1.31E+00
Sorbs2,SRBS2_MOUSE|Q3UTJ2-2,Sorbin and SH3 domain-containing protein 2 (isoform 2),1.77E-03,1.20E+00
Src,SRC_MOUSE|P05480,Neuronal proto-oncogene tyrosine-protein kinase Src,1.65E-02,3.57E-01
Cttn,SRC8_MOUSE|Q60598,Src substrate cortactin,5.15E-04,1.60E+00
Srcin1,SRCN1_MOUSE|Q9QWI6,SRC kinase signaling inhibitor 1,8.29E-04,1.40E+00
Srek1,SREK1_MOUSE|Q8BZX4,Splicing regulatory glutamine/lysine-rich protein 1,1.01E-01,1.78E-01
Srgap1,SRGP1_MOUSE|Q91Z69,SLIT-ROBO Rho GTPase-activating protein 1,4.68E-04,1.41E+00
Srgap2,SRGP2_MOUSE|Q91Z67,SLIT-ROBO Rho GTPase-activating protein 2,8.02E-04,1.25E+00
Srgap3,SRGP3_MOUSE|Q812A2,SLIT-ROBO Rho GTPase-activating protein 3,7.03E-04,1.29E+00
Srp14,SRP14_MOUSE|P16254,Signal recognition particle 14 kDa protein,3.19E-01,-4.12E-02
Srp54,SRP54_MOUSE|P14576,Signal recognition particle 54 kDa protein,5.71E-03,5.31E-01
Srp68,SRP68_MOUSE|Q8BMA6,Signal recognition particle subunit SRP68,8.58E-04,7.63E-01
Srpk1,SRPK1_MOUSE|O70551,SRSF protein kinase 1,1.38E-03,6.49E-01
Srpk2,SRPK2_MOUSE|O54781,SRSF protein kinase 2,2.94E-03,8.38E-01
NA,SRPRA_MOUSE|Q9DBG7,NA,2.12E-03,6.74E-01
Srprb,SRPRB_MOUSE|P47758,Signal recognition particle receptor subunit beta,5.27E-01,1.23E-01
Srr,SRR_MOUSE|Q9QZX7,Serine racemase,1.85E-01,3.36E-01
Srrm1,SRRM1_MOUSE|Q52KI8,Serine/arginine repetitive matrix protein 1,1.22E-03,7.78E-01
Srrm2,SRRM2_MOUSE|Q8BTI8,Serine/arginine repetitive matrix protein 2,2.47E-03,9.80E-01
Srrt,SRRT_MOUSE|Q99MR6,Serrate RNA effector molecule homolog,4.10E-04,6.57E-01
Srsf10,SRS10_MOUSE|Q9R0U0,Serine/arginine-rich splicing factor 10,1.26E-03,4.82E-01
Srsf1,SRSF1_MOUSE|Q6PDM2,Serine/arginine-rich splicing factor 1,6.70E-01,-2.47E-02
Srsf2,SRSF2_MOUSE|Q62093,Serine/arginine-rich splicing factor 2,5.45E-01,1.22E-01
Srsf3,SRSF3_MOUSE|P84104,Serine/arginine-rich splicing factor 3,3.77E-01,4.36E-02
Srsf4,SRSF4_MOUSE|Q8VE97,Serine/arginine-rich splicing factor 4,1.17E-04,6.09E-01
Srsf5,SRSF5_MOUSE|O35326,Serine/arginine-rich splicing factor 5,2.33E-03,5.56E-01
Srsf6,SRSF6_MOUSE|Q3TWW8,Serine/arginine-rich splicing factor 6,2.64E-03,2.56E-01
Srsf7,SRSF7_MOUSE|Q8BL97,Serine/arginine-rich splicing factor 7,8.05E-01,3.66E-02
Srsf9,SRSF9_MOUSE|Q9D0B0,Serine/arginine-rich splicing factor 9,6.45E-01,2.68E-02
Aldh5a1,SSDH_MOUSE|Q8BWF0,"Succinate-semialdehyde dehydrogenase, mitochondrial",2.46E-01,5.27E-01
Ssh2,SSH2_MOUSE|Q5SW75,Protein phosphatase Slingshot homolog 2,7.07E-04,1.40E+00
Ssr1,SSRA_MOUSE|Q9CY50,Translocon-associated protein subunit alpha,1.83E-01,1.96E-01
Ssr4,SSRD_MOUSE|Q62186,Translocon-associated protein subunit delta,7.54E-01,8.58E-02
Ssr3,SSRG_MOUSE|Q9DCF9,Translocon-associated protein subunit gamma,1.25E-01,2.43E-01
Ssrp1,SSRP1_MOUSE|Q08943,FACT complex subunit SSRP1,4.83E-04,3.93E-01
Stk32c,ST32C_MOUSE|Q8QZV4,Serine/threonine-protein kinase 32C,3.13E-02,4.62E-01
Stk38l,ST38L_MOUSE|Q7TSE6,Serine/threonine-protein kinase 38-like,1.24E-02,5.75E-01
Sult4a1,ST4A1_MOUSE|P63046,Sulfotransferase 4A1,4.37E-02,5.46E-01
NA,STA10_MOUSE|Q9JMD3,NA,2.39E-01,3.97E-01
Stambp,STABP_MOUSE|Q9CQ26,STAM-binding protein,4.76E-04,8.07E-01
Stac2,STAC2_MOUSE|Q8R1B0,SH3 and cysteine-rich domain-containing protein 2,7.24E-04,1.48E+00
Stam,STAM1_MOUSE|P70297,Signal transducing adapter molecule 1,8.34E-04,1.31E+00
Stam2,STAM2_MOUSE|O88811,Signal transducing adapter molecule 2,8.48E-04,1.07E+00
Stard5,STAR5_MOUSE|Q9EPQ7,StAR-related lipid transfer protein 5,3.76E-01,2.75E-01
Stat1,STAT1_MOUSE|P42225,Signal transducer and activator of transcription 1,5.72E-03,6.65E-01
Stat3,STAT3_MOUSE|P42227,Signal transducer and activator of transcription 3,7.49E-02,2.64E-01
Stau1,STAU1_MOUSE|Q9Z108,Double-stranded RNA-binding protein Staufen homolog 1,7.19E-03,1.34E+00
Stau2,STAU2_MOUSE|Q8CJ67,Double-stranded RNA-binding protein Staufen homolog 2,3.49E-03,1.45E+00
Stxbp5l,STB5L_MOUSE|Q5DQR4,Syntaxin-binding protein 5-like,1.04E-03,1.00E+00
Stxbp5l,STB5L_MOUSE|Q5DQR4-3,Syntaxin-binding protein 5-like (isoform 3),6.84E-04,1.09E+00
Stim1,STIM1_MOUSE|P70302,Stromal interaction molecule 1,6.24E-04,1.07E+00
Stim2,STIM2_MOUSE|P83093,Stromal interaction molecule 2,5.91E-04,8.61E-01
Stip1,STIP1_MOUSE|Q60864,Stress-induced-phosphoprotein 1,3.09E-04,1.29E+00
Stk11,STK11_MOUSE|Q9WTK7,Serine/threonine-protein kinase STK11,2.13E-03,7.53E-01
Stk24,STK24_MOUSE|Q99KH8,Serine/threonine-protein kinase 24,7.41E-04,8.90E-01
Stk3,STK3_MOUSE|Q9JI10,Serine/threonine-protein kinase 3,1.80E-03,6.41E-01
Stk39,STK39_MOUSE|Q9Z1W9,STE20/SPS1-related proline-alanine-rich protein kinase,1.99E-03,7.87E-01
Stoml2,STML2_MOUSE|Q99JB2,"Stomatin-like protein 2, mitochondrial",3.76E-01,2.23E-01
Stmn1,STMN1_MOUSE|P54227,Stathmin,9.92E-04,1.36E+00
Stmn3,STMN3_MOUSE|O70166,Stathmin-3,9.44E-02,3.92E-01
Stox2,STOX2_MOUSE|Q499E5,Storkhead-box protein 2,3.55E-03,1.21E+00
Strada,STRAA_MOUSE|Q3UUJ4,STE20-related kinase adapter protein alpha,1.14E-03,1.06E+00
Strap,STRAP_MOUSE|Q9Z1Z2,Serine-threonine kinase receptor-associated protein,2.53E-03,5.06E-01
Strn,STRN_MOUSE|O55106,Striatin,5.49E-04,1.49E+00
Strn3,STRN3_MOUSE|Q9ERG2,Striatin-3,5.78E-04,1.42E+00
Strn4,STRN4_MOUSE|P58404,Striatin-4,7.97E-04,1.39E+00
Strip1,STRP1_MOUSE|Q8C079,Striatin-interacting protein 1,1.03E-03,8.44E-01
Strip2,STRP2_MOUSE|Q8C9H6,Striatin-interacting proteins 2,4.92E-03,8.07E-01
